312,454,NULL,NULL
314,451,NULL,NULL
308,386,442,NULL
268,477,NULL,NULL
287,477,NULL,NULL
60,477,NULL,NULL
378,392,443,454
301,375,465,466
350,NULL,NULL,NULL
306,379,445,NULL
379,395,443,NULL
30,267,477,NULL
225,279,477,NULL
220,277,477,NULL
53,282,467,NULL
28,30,477,NULL
214,477,NULL,NULL
470,NULL,NULL,NULL
373,NULL,NULL,NULL
382,385,445,450
316,450,NULL,NULL
162,467,NULL,NULL
271,283,477,NULL
223,229,477,NULL
306,316,447,NULL
127,186,470,NULL
154,317,467,NULL
447,NULL,NULL,NULL
317,390,443,461
358,360,NULL,NULL
400,472,NULL,NULL
15,467,NULL,NULL
316,451,NULL,NULL
121,245,467,NULL
55,472,NULL,NULL
40,67,477,NULL
62,NULL,NULL,NULL
71,219,477,NULL
84,174,NULL,NULL
23,215,477,NULL
311,388,460,462
303,440,NULL,NULL
317,396,437,NULL
63,282,477,NULL
309,396,458,462
67,218,477,NULL
313,436,446,NULL
308,391,438,NULL
393,396,470,NULL
226,281,470,NULL
446,NULL,NULL,NULL
467,469,NULL,NULL
268,477,NULL,NULL
484,NULL,NULL,NULL
84,364,472,NULL
312,370,468,NULL
387,451,NULL,NULL
379,397,448,NULL
258,468,NULL,NULL
467,NULL,NULL,NULL
468,NULL,NULL,NULL
315,391,439,445
275,477,NULL,NULL
268,477,NULL,NULL
317,441,NULL,NULL
399,461,462,NULL
393,467,NULL,NULL
365,472,NULL,NULL
408,NULL,NULL,NULL
374,400,438,443
60,268,477,NULL
124,470,NULL,NULL
330,468,NULL,NULL
140,147,468,NULL
387,399,464,NULL
309,383,438,445
300,452,462,NULL
394,396,459,NULL
448,451,NULL,NULL
304,314,438,NULL
276,477,NULL,NULL
63,228,477,NULL
62,292,477,NULL
346,356,NULL,NULL
269,477,NULL,NULL
7,235,469,NULL
74,285,477,NULL
62,467,NULL,NULL
277,469,NULL,NULL
229,230,477,NULL
212,271,477,NULL
313,451,NULL,NULL
218,334,469,NULL
398,436,462,NULL
375,437,448,NULL
384,449,NULL,NULL
384,453,NULL,NULL
41,467,NULL,NULL
34,472,NULL,NULL
266,274,477,NULL
250,472,NULL,NULL
400,452,455,NULL
132,299,468,NULL
313,378,457,465
306,387,451,NULL
75,278,477,NULL
273,472,NULL,NULL
75,477,NULL,NULL
484,486,NULL,NULL
237,269,477,NULL
392,456,464,NULL
324,340,469,NULL
76,271,477,NULL
293,472,NULL,NULL
286,313,468,NULL
351,469,NULL,NULL
69,472,NULL,NULL
314,437,457,NULL
29,224,477,NULL
484,495,NULL,NULL
223,477,NULL,NULL
318,442,453,NULL
74,477,NULL,NULL
232,477,NULL,NULL
233,477,NULL,NULL
72,467,NULL,NULL
450,463,NULL,NULL
308,317,459,460
76,472,NULL,NULL
271,477,NULL,NULL
376,391,438,461
39,221,477,NULL
228,270,477,NULL
389,443,449,NULL
298,441,449,NULL
182,232,469,NULL
28,477,NULL,NULL
86,472,NULL,NULL
35,477,NULL,NULL
102,467,NULL,NULL
430,NULL,NULL,NULL
387,438,453,NULL
293,457,NULL,NULL
318,357,472,NULL
71,270,477,NULL
31,477,NULL,NULL
313,452,NULL,NULL
393,469,NULL,NULL
213,292,477,NULL
396,462,NULL,NULL
271,285,477,NULL
26,51,468,NULL
427,432,NULL,NULL
272,276,477,NULL
214,471,NULL,NULL
50,470,NULL,NULL
59,61,477,NULL
108,375,471,NULL
436,NULL,NULL,NULL
308,389,NULL,NULL
60,477,NULL,NULL
450,NULL,NULL,NULL
418,421,NULL,NULL
388,456,NULL,NULL
31,468,NULL,NULL
467,471,NULL,NULL
284,288,477,NULL
385,386,444,NULL
397,447,462,NULL
66,468,NULL,NULL
33,83,NULL,NULL
232,477,NULL,NULL
278,477,NULL,NULL
377,388,448,459
268,477,NULL,NULL
312,466,NULL,NULL
24,284,477,NULL
56,290,467,NULL
144,472,NULL,NULL
216,477,NULL,NULL
218,477,NULL,NULL
292,477,NULL,NULL
304,397,462,NULL
266,370,472,NULL
294,NULL,NULL,NULL
318,384,453,NULL
463,NULL,NULL,NULL
294,297,458,463
31,277,477,NULL
354,382,472,NULL
304,449,NULL,NULL
218,277,477,NULL
392,436,455,NULL
67,285,NULL,NULL
215,220,472,NULL
305,385,469,NULL
294,380,452,NULL
220,238,477,NULL
467,471,NULL,NULL
274,469,NULL,NULL
268,477,NULL,NULL
64,NULL,NULL,NULL
418,445,NULL,NULL
30,35,477,NULL
306,445,NULL,NULL
51,469,NULL,NULL
318,461,NULL,NULL
38,163,467,NULL
30,477,NULL,NULL
191,470,NULL,NULL
216,477,NULL,NULL
431,444,NULL,NULL
380,381,442,445
76,477,NULL,NULL
122,467,NULL,NULL
38,477,NULL,NULL
73,222,477,NULL
47,468,NULL,NULL
117,NULL,NULL,NULL
24,229,477,NULL
75,NULL,NULL,NULL
115,471,NULL,NULL
389,457,460,NULL
64,213,477,NULL
204,317,471,NULL
208,471,NULL,NULL
299,300,463,NULL
62,292,477,NULL
165,382,468,NULL
347,469,NULL,NULL
487,NULL,NULL,NULL
307,393,466,NULL
77,356,467,NULL
212,236,477,NULL
469,471,NULL,NULL
295,398,NULL,NULL
38,477,NULL,NULL
59,288,477,NULL
217,NULL,NULL,NULL
68,477,NULL,NULL
191,308,469,NULL
274,477,NULL,NULL
463,466,NULL,NULL
467,471,NULL,NULL
474,NULL,NULL,NULL
275,278,477,NULL
66,477,NULL,NULL
301,307,NULL,NULL
271,477,NULL,NULL
306,459,NULL,NULL
61,274,477,NULL
487,490,NULL,NULL
280,286,477,NULL
218,471,NULL,NULL
65,224,477,NULL
311,453,NULL,NULL
266,468,NULL,NULL
312,387,441,451
490,NULL,NULL,NULL
273,317,470,NULL
293,383,457,NULL
468,NULL,NULL,NULL
390,471,NULL,NULL
388,394,439,442
306,440,461,NULL
65,157,471,NULL
197,275,467,NULL
212,477,NULL,NULL
74,477,NULL,NULL
361,396,467,NULL
318,455,NULL,NULL
230,477,NULL,NULL
500,NULL,NULL,NULL
411,426,NULL,NULL
68,477,NULL,NULL
268,284,477,NULL
72,468,NULL,NULL
32,468,NULL,NULL
36,201,470,NULL
68,477,NULL,NULL
195,472,NULL,NULL
260,263,468,NULL
305,390,NULL,NULL
226,477,NULL,NULL
468,NULL,NULL,NULL
53,266,468,NULL
318,374,459,NULL
36,68,477,NULL
379,457,NULL,NULL
441,459,NULL,NULL
126,470,NULL,NULL
318,457,464,NULL
311,448,NULL,NULL
224,227,472,NULL
309,383,436,441
212,283,NULL,NULL
149,157,NULL,NULL
295,300,439,453
376,389,464,NULL
63,219,477,NULL
301,318,446,464
36,477,NULL,NULL
31,214,477,NULL
219,287,477,NULL
177,270,468,NULL
66,219,477,NULL
380,383,464,NULL
28,477,NULL,NULL
312,450,456,NULL
396,397,NULL,NULL
19,229,469,NULL
76,477,NULL,NULL
294,383,463,NULL
358,467,NULL,NULL
28,477,NULL,NULL
30,477,NULL,NULL
51,392,470,NULL
31,39,477,NULL
235,472,NULL,NULL
62,63,468,NULL
296,308,443,450
270,477,NULL,NULL
312,396,443,NULL
459,465,NULL,NULL
1,30,NULL,NULL
402,449,NULL,NULL
295,309,452,NULL
24,271,477,NULL
354,NULL,NULL,NULL
34,73,477,NULL
66,235,477,NULL
52,170,472,NULL
231,331,NULL,NULL
303,389,441,460
249,255,469,NULL
399,453,463,NULL
295,391,436,461
382,464,466,NULL
277,323,469,NULL
453,NULL,NULL,NULL
59,148,469,NULL
277,NULL,NULL,NULL
467,NULL,NULL,NULL
385,397,465,NULL
63,291,477,NULL
381,384,448,NULL
391,441,451,NULL
388,440,452,NULL
310,317,447,452
396,471,NULL,NULL
71,280,477,NULL
300,388,438,NULL
313,383,439,465
305,311,439,466
59,477,NULL,NULL
304,319,458,NULL
296,436,452,NULL
280,291,477,NULL
378,471,NULL,NULL
264,470,NULL,NULL
400,472,NULL,NULL
59,238,477,NULL
340,NULL,NULL,NULL
376,446,455,NULL
449,NULL,NULL,NULL
153,249,470,NULL
318,441,462,NULL
301,315,456,NULL
467,472,NULL,NULL
5,267,469,NULL
348,467,NULL,NULL
350,NULL,NULL,NULL
224,284,477,NULL
30,472,NULL,NULL
223,285,477,NULL
311,313,437,462
376,388,NULL,NULL
386,NULL,NULL,NULL
6,127,NULL,NULL
34,53,467,NULL
67,378,469,NULL
382,386,456,457
485,487,NULL,NULL
35,63,477,NULL
397,441,459,NULL
466,NULL,NULL,NULL
311,376,450,NULL
273,477,NULL,NULL
299,307,446,459
69,281,477,NULL
314,454,NULL,NULL
299,398,447,NULL
413,NULL,NULL,NULL
302,382,440,NULL
21,163,468,NULL
317,392,436,446
219,477,NULL,NULL
379,462,NULL,NULL
427,NULL,NULL,NULL
314,381,450,NULL
421,NULL,NULL,NULL
30,54,469,NULL
168,220,468,NULL
398,439,462,NULL
418,426,NULL,NULL
31,291,477,NULL
419,NULL,NULL,NULL
316,470,NULL,NULL
230,477,NULL,NULL
291,469,NULL,NULL
280,477,NULL,NULL
380,456,460,NULL
309,455,458,NULL
303,400,NULL,NULL
340,NULL,NULL,NULL
298,457,NULL,NULL
91,472,NULL,NULL
305,452,466,NULL
296,308,438,458
40,477,NULL,NULL
476,NULL,NULL,NULL
313,380,NULL,NULL
378,445,455,NULL
384,436,NULL,NULL
299,310,438,442
376,378,436,459
293,471,NULL,NULL
44,471,NULL,NULL
297,301,445,456
311,440,451,NULL
439,455,NULL,NULL
495,NULL,NULL,NULL
396,447,NULL,NULL
316,468,NULL,NULL
337,472,NULL,NULL
307,374,447,458
308,388,436,447
297,461,NULL,NULL
291,477,NULL,NULL
263,472,NULL,NULL
294,296,450,NULL
395,440,NULL,NULL
306,441,447,NULL
304,375,461,NULL
311,399,451,NULL
237,267,477,NULL
390,445,NULL,NULL
293,448,462,NULL
299,380,446,449
230,477,NULL,NULL
226,280,477,NULL
311,399,458,NULL
37,477,NULL,NULL
300,NULL,NULL,NULL
273,477,NULL,NULL
301,453,462,NULL
309,445,NULL,NULL
267,477,NULL,NULL
185,227,470,NULL
30,477,NULL,NULL
318,392,441,NULL
430,455,NULL,NULL
395,443,449,NULL
30,273,477,NULL
478,480,NULL,NULL
231,235,477,NULL
307,382,448,NULL
386,441,NULL,NULL
73,468,NULL,NULL
225,272,477,NULL
27,61,477,NULL
265,339,471,NULL
390,450,463,NULL
237,468,NULL,NULL
25,477,NULL,NULL
214,269,477,NULL
73,477,NULL,NULL
70,477,NULL,NULL
300,450,459,NULL
416,NULL,NULL,NULL
120,343,470,NULL
37,281,477,NULL
31,84,468,NULL
383,444,NULL,NULL
266,477,NULL,NULL
454,NULL,NULL,NULL
428,NULL,NULL,NULL
418,449,NULL,NULL
23,280,477,NULL
382,NULL,NULL,NULL
60,76,477,NULL
60,477,NULL,NULL
412,429,NULL,NULL
29,60,477,NULL
214,218,477,NULL
59,68,477,NULL
79,467,NULL,NULL
306,384,438,464
36,74,477,NULL
11,219,469,NULL
391,442,445,NULL
268,285,NULL,NULL
33,277,477,NULL
379,395,441,NULL
33,234,469,NULL
397,453,NULL,NULL
299,384,NULL,NULL
438,461,NULL,NULL
29,477,NULL,NULL
16,139,468,NULL
217,NULL,NULL,NULL
127,472,NULL,NULL
309,341,468,NULL
478,496,NULL,NULL
270,477,NULL,NULL
238,477,NULL,NULL
37,221,467,NULL
76,179,470,NULL
73,477,NULL,NULL
30,71,477,NULL
266,278,477,NULL
382,397,437,458
377,445,NULL,NULL
295,445,NULL,NULL
30,477,NULL,NULL
307,309,445,NULL
293,310,438,455
395,453,461,NULL
230,NULL,NULL,NULL
153,164,468,NULL
152,470,NULL,NULL
269,477,NULL,NULL
391,454,463,NULL
297,397,466,NULL
318,438,454,NULL
66,74,477,NULL
477,485,NULL,NULL
316,450,NULL,NULL
468,469,NULL,NULL
31,36,477,NULL
221,477,NULL,NULL
160,467,NULL,NULL
158,309,469,NULL
432,457,NULL,NULL
472,NULL,NULL,NULL
220,477,NULL,NULL
105,468,NULL,NULL
207,226,NULL,NULL
312,375,456,NULL
10,472,NULL,NULL
84,363,468,NULL
298,312,457,NULL
76,267,477,NULL
293,441,463,NULL
313,462,464,NULL
141,230,471,NULL
293,305,452,464
68,477,NULL,NULL
37,236,477,NULL
391,468,NULL,NULL
424,NULL,NULL,NULL
394,442,NULL,NULL
14,469,NULL,NULL
392,398,459,460
66,388,470,NULL
269,289,477,NULL
